# OTU96	OTU273	OTU792	OTU996	OTU1737	OTU5006	OTU6043
6.500000000000000172e-12	5.040000000000000173e-11	9.979999999999999399e-11	4.250000000000000187e-11	2.090000000000000021e-11	4.090000000000000223e-11	2.300000000000000135e-11
1.490000000000000154e-11	8.660000000000000339e-11	3.140000000000000272e-11	6.060000000000000270e-11	8.489999999999999892e-11	3.730000000000000303e-11	2.589999999999999910e-11
2.849999999999999852e-11	5.760000000000000013e-11	5.999999999999999960e-11	3.399999999999999891e-11	9.620000000000000126e-11	3.839999999999999794e-11	1.759999999999999932e-11
6.259999999999999579e-11	7.979999999999999844e-11	3.970000000000000249e-11	4.389999999999999833e-11	3.340000000000000228e-11	7.329999999999999503e-11	8.210000000000000600e-11
4.090000000000000223e-11	4.170000000000000205e-11	7.899999999999999861e-11	2.990000000000000144e-11	4.370000000000000161e-11	6.979999999999999419e-11	1.270000000000000041e-11
3.690000000000000312e-11	9.520000000000000471e-11	7.819999999999999879e-11	7.380000000000000623e-11	3.049999999999999807e-11	6.300000000000000217e-11	7.400000000000000295e-11
5.539999999999999739e-11	2.110000000000000016e-11	5.129999999999999992e-11	8.089999999999999981e-11	7.330000000000000473e-12	8.219999999999999790e-11	1.290000000000000037e-11
6.940000000000000074e-11	2.889999999999999843e-11	1.350000000000000023e-11	2.160000000000000086e-12	5.809999999999999679e-12	3.110000000000000117e-11	2.769999999999999870e-11
5.609999999999999885e-11	5.760000000000000013e-11	4.650000000000000098e-11	1.200000000000000057e-11	4.949999999999999709e-11	4.349999999999999842e-11	4.869999999999999726e-11
7.750000000000000379e-11	3.890000000000000267e-11	6.689999999999999645e-11	6.510000000000000008e-11	4.279999999999999696e-11	6.730000000000000283e-11	1.950000000000000052e-11
7.229999999999999849e-11	5.819999999999999677e-11	4.140000000000000050e-11	9.010000000000000423e-11	3.369999999999999736e-11	4.509999999999999806e-11	3.690000000000000312e-11
8.559999999999999392e-11	7.800000000000000207e-11	1.779999999999999928e-11	9.710000000000000590e-11	4.029999999999999913e-11	9.650000000000000280e-11	6.329999999999999887e-12
1.770000000000000092e-11	4.829999999999999735e-11	4.210000000000000196e-11	6.669999999999999650e-12	5.940000000000000135e-12	3.180000000000000263e-11	3.580000000000000174e-11
5.829999999999999513e-11	3.190000000000000099e-11	9.259999999999999559e-11	7.659999999999999915e-11	4.899999999999999720e-12	4.690000000000000089e-11	5.909999999999999657e-12
2.070000000000000025e-11	6.749999999999999955e-11	6.079999999999999942e-11	7.969999999999999361e-11	3.329999999999999745e-11	6.819999999999999455e-11	1.959999999999999888e-11
6.680000000000000455e-11	8.249999999999999945e-11	7.899999999999999861e-11	6.410000000000000354e-11	6.369999999999999716e-11	8.999999999999999940e-11	2.309999999999999972e-11
1.790000000000000087e-11	9.410000000000000334e-11	6.460000000000000181e-11	5.150000000000000310e-11	5.870000000000000151e-11	7.990000000000000326e-11	1.170000000000000063e-11
3.550000000000000019e-11	8.839999999999999976e-11	9.140000000000000232e-11	9.710000000000000590e-11	4.960000000000000191e-11	4.589999999999999627e-12	4.709999999999999762e-11
1.009999999999999937e-11	4.149999999999999886e-11	9.940000000000000055e-11	3.759999999999999811e-11	2.490000000000000093e-12	2.099999999999999938e-12	7.540000000000000587e-11
5.379999999999999775e-11	8.619999999999999701e-11	6.540000000000000163e-11	6.510000000000000008e-11	2.669999999999999892e-11	5.430000000000000087e-12	3.749999999999999975e-11
6.730000000000000283e-11	6.460000000000000343e-12	3.700000000000000148e-11	2.480000000000000096e-11	1.619999999999999963e-11	6.659999999999999490e-11	5.580000000000000053e-12
2.049999999999999949e-12	1.559999999999999977e-11	3.049999999999999807e-11	8.280000000000000100e-11	8.409999999999999910e-11	5.270000000000000284e-11	8.269999999999999618e-11
3.500000000000000192e-11	3.449999999999999719e-11	7.850000000000000034e-11	5.120000000000000156e-11	9.710000000000000590e-11	4.549999999999999797e-12	3.230000000000000091e-11
9.940000000000000055e-11	5.199999999999999653e-12	5.930000000000000460e-11	7.020000000000000057e-11	3.289999999999999754e-11	3.940000000000000094e-11	5.999999999999999960e-11
3.439999999999999882e-11	6.280000000000000544e-11	1.630000000000000123e-11	3.390000000000000055e-11	4.379999999999999997e-11	7.300000000000000641e-11	5.779999999999999686e-11
9.470000000000000644e-11	8.829999999999999493e-11	7.250000000000000006e-12	3.430000000000000046e-11	7.180000000000000021e-11	6.110000000000000097e-11	9.339999999999999542e-11
1.329999999999999987e-12	2.019999999999999875e-12	3.369999999999999736e-11	6.940000000000000074e-11	9.350000000000000024e-11	9.229999999999999404e-11	3.529999999999999701e-11
1.859999999999999910e-11	7.100000000000000039e-11	5.790000000000000168e-11	3.180000000000000263e-11	4.760000000000000235e-11	5.760000000000000013e-11	3.350000000000000064e-11
6.700000000000000128e-11	7.799999999999999884e-12	3.900000000000000103e-11	5.680000000000000031e-11	6.730000000000000283e-11	4.859999999999999890e-11	3.100000000000000281e-11
7.819999999999999879e-11	5.640000000000000040e-11	5.560000000000000058e-11	4.349999999999999842e-11	1.059999999999999926e-12	6.920000000000000402e-12	4.309999999999999851e-11
3.510000000000000028e-11	8.710000000000000166e-11	8.619999999999999701e-11	4.429999999999999824e-11	8.950000000000000436e-12	9.659999999999999470e-11	8.610000000000000511e-11
3.999999999999999758e-11	3.590000000000000011e-11	4.549999999999999797e-11	1.639999999999999959e-11	8.999999999999999940e-11	7.009999999999999574e-11	5.280000000000000120e-11
6.940000000000000074e-11	1.830000000000000078e-12	4.650000000000000098e-11	6.250000000000000389e-11	3.359999999999999900e-11	9.060000000000000573e-12	3.989999999999999922e-11
6.630000000000000628e-11	5.800000000000000005e-11	9.339999999999999542e-11	6.719999999999999800e-11	7.110000000000000521e-11	9.520000000000000471e-11	4.220000000000000032e-11
5.499999999999999748e-11	5.480000000000000076e-11	6.090000000000000425e-11	9.700000000000000108e-11	5.259999999999999801e-11	6.129999999999999770e-11	6.570000000000000318e-11
5.640000000000000040e-11	6.939999999999999913e-12	5.790000000000000168e-11	4.300000000000000014e-11	8.450000000000000547e-11	5.099999999999999837e-11	7.960000000000000171e-11
1.650000000000000118e-11	6.920000000000000402e-11	2.099999999999999857e-11	6.940000000000000074e-11	5.040000000000000173e-11	2.779999999999999867e-12	4.149999999999999886e-11
1.140000000000000070e-11	2.769999999999999870e-11	2.489999999999999932e-11	6.050000000000000272e-12	4.850000000000000054e-11	2.570000000000000156e-12	4.419999999999999988e-11
5.280000000000000120e-11	4.089999999999999738e-12	3.630000000000000002e-11	9.820000000000000566e-13	7.290000000000000158e-11	8.509999999999999564e-11	7.030000000000000539e-11
4.020000000000000077e-11	6.239999999999999907e-11	1.870000000000000069e-11	1.389999999999999934e-12	5.480000000000000076e-11	3.100000000000000281e-11	1.190000000000000059e-11
2.449999999999999941e-11	6.500000000000000172e-12	4.650000000000000098e-11	7.130000000000000194e-11	2.649999999999999896e-11	7.969999999999999361e-11	6.519999999999999683e-12
3.479999999999999873e-11	7.020000000000000380e-12	1.610000000000000127e-11	4.589999999999999627e-13	6.270000000000000062e-11	9.069999999999999440e-11	5.339999999999999784e-11
6.829999999999999937e-11	2.540000000000000082e-11	4.410000000000000152e-11	1.110000000000000077e-11	8.189999999999999635e-11	9.840000000000000481e-13	5.710000000000000186e-11
4.869999999999999726e-11	6.540000000000000163e-11	5.289999999999999956e-11	5.520000000000000067e-11	1.160000000000000066e-11	3.970000000000000249e-11	3.669999999999999993e-11
7.640000000000000242e-11	7.869999999999999706e-11	1.780000000000000089e-12	3.679999999999999829e-11	5.909999999999999657e-12	4.359999999999999678e-11	9.950000000000000537e-11
9.620000000000000126e-11	3.770000000000000294e-11	2.070000000000000025e-11	5.470000000000000239e-11	7.640000000000000242e-11	7.940000000000000499e-12	1.230000000000000050e-11
5.499999999999999748e-11	9.609999999999999643e-11	1.950000000000000052e-11	8.800000000000000631e-11	7.910000000000000344e-11	8.180000000000000445e-11	7.729999999999999414e-11
1.859999999999999910e-11	5.050000000000000009e-11	9.479999999999999834e-11	6.559999999999999836e-11	5.689999999999999867e-11	6.430000000000000026e-11	1.990000000000000043e-11
9.940000000000000055e-11	8.200000000000000118e-11	8.159999999999999480e-11	7.819999999999999879e-11	6.799999999999999782e-11	8.290000000000000582e-11	6.600000000000000473e-11
7.770000000000000052e-11	7.400000000000000295e-11	7.549999999999999777e-11	3.860000000000000112e-11	5.779999999999999686e-11	3.470000000000000037e-11	3.489999999999999710e-11
9.319999999999999869e-11	6.140000000000000252e-11	2.040000000000000193e-12	9.790000000000000573e-11	6.209999999999999752e-11	8.009999999999999998e-11	8.009999999999999998e-11
1.400000000000000012e-11	3.780000000000000130e-11	3.110000000000000117e-11	2.709999999999999883e-11	1.070000000000000086e-12	4.140000000000000050e-11	1.039999999999999931e-11
1.640000000000000080e-12	2.509999999999999927e-11	1.710000000000000105e-11	8.749999999999999511e-11	1.260000000000000043e-11	2.329999999999999967e-11	6.140000000000000252e-11
9.209999999999999732e-11	3.970000000000000249e-11	5.990000000000000124e-12	8.779999999999999666e-11	3.669999999999999993e-11	8.050000000000000636e-11	4.850000000000000054e-11
9.700000000000000108e-11	8.710000000000000166e-11	5.809999999999999841e-11	2.269999999999999981e-11	5.190000000000000302e-11	1.160000000000000066e-11	7.819999999999999879e-11
2.660000000000000056e-11	1.870000000000000069e-11	8.079999999999999498e-11	7.480000000000000278e-11	8.809999999999999821e-11	6.019999999999999633e-11	6.460000000000000343e-12
1.030000000000000054e-12	4.499999999999999809e-12	6.879999999999999765e-11	6.739999999999999957e-12	1.390000000000000014e-11	7.240000000000000331e-11	6.940000000000000074e-11
5.350000000000000266e-11	3.589999999999999849e-12	1.159999999999999904e-12	6.159999999999999925e-11	8.219999999999999790e-11	2.469999999999999936e-11	2.170000000000000003e-11
